carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.01,Very Good,I,VS1,63.1,56,4129,6.42,6.36,4.03,164.549736
1.01,Ideal,G,SI1,63.1,53,5430,6.36,6.42,4.03,164.549736
1.02,Ideal,H,SI1,61.9,57,4924,6.4,6.46,3.98,164.54912
1.02,Ideal,H,SI1,61.9,57,5014,6.46,6.4,3.98,164.54912
1.01,Very Good,G,VVS2,61.9,58,6257,6.38,6.48,3.98,164.542752
1.01,Premium,G,VVS2,61.9,58,6371,6.48,6.38,3.98,164.542752
1,Premium,G,VS2,60,59,5967,6.52,6.47,3.9,164.51916
1.03,Premium,I,VS1,60.1,59,4199,6.53,6.46,3.9,164.51682
1,Premium,H,SI2,59.4,60,3360,6.55,6.49,3.87,164.511765
1.01,Premium,H,SI1,60.7,58,4771,6.49,6.45,3.93,164.511765
1.01,Very Good,D,SI1,60.7,58,5422,6.49,6.45,3.93,164.511765
1.01,Premium,G,VS2,60.7,60,5864,6.49,6.45,3.93,164.511765
1,Very Good,D,SI2,59.4,60,4543,6.48,6.56,3.87,164.509056
1,Premium,D,SI2,59.4,60,4626,6.56,6.48,3.87,164.509056
1.04,Ideal,H,SI2,60.7,57,4484,6.51,6.43,3.93,164.507049
1.02,Very Good,J,SI2,62.6,60,3534,6.39,6.42,4.01,164.505438
1.02,Premium,J,SI2,62.6,60,3599,6.42,6.39,4.01,164.505438
1.02,Ideal,G,VVS1,62.6,56,8485,6.39,6.42,4.01,164.505438
1.01,Premium,I,SI2,62.6,58,3818,6.43,6.38,4.01,164.503834
1.01,Premium,I,SI2,62.6,55,3818,6.43,6.38,4.01,164.503834
1.02,Premium,G,SI1,62.6,59,4449,6.43,6.38,4.01,164.503834
1.02,Very Good,H,SI1,62.6,59,4604,6.38,6.43,4.01,164.503834
1.02,Premium,H,SI1,62.6,59,4688,6.43,6.38,4.01,164.503834
1.01,Good,E,SI1,62.6,61,4743,6.38,6.43,4.01,164.503834
1.01,Very Good,E,SI1,62.6,57,4986,6.38,6.43,4.01,164.503834
1.03,Premium,H,VS2,62.6,56,5364,6.43,6.38,4.01,164.503834
1.01,Ideal,E,SI1,62.6,57,5599,6.43,6.38,4.01,164.503834
1.01,Premium,G,VS1,62.6,59,6499,6.38,6.43,4.01,164.503834
1.01,Premium,G,VS1,62.6,59,6618,6.43,6.38,4.01,164.503834
1.02,Premium,D,I1,61.4,60,3769,6.42,6.47,3.96,164.488104
1.02,Premium,D,I1,61.4,60,3838,6.47,6.42,3.96,164.488104
1,Ideal,H,SI2,61.5,55.6,4459,6.41,6.48,3.96,164.485728
1.02,Premium,F,SI1,61.4,58,5369,6.48,6.41,3.96,164.485728
1.01,Good,G,VS1,63.8,57,6759,6.35,6.38,4.06,164.48278
1.01,Good,G,VS1,63.8,57,6882,6.38,6.35,4.06,164.48278
1.01,Good,E,I1,63.8,57,3032,6.4,6.33,4.06,164.47872
1.01,Good,E,VS1,63.8,55,7528,6.32,6.41,4.06,164.475472
1.01,Good,E,VS1,63.8,55,7665,6.41,6.32,4.06,164.475472
1.01,Ideal,G,VS1,62.1,54,7262,6.41,6.43,3.99,164.453037
1.01,Very Good,H,SI1,62.1,60,4432,6.4,6.44,3.99,164.45184
1.01,Very Good,H,VS2,62.1,57,5028,6.39,6.45,3.99,164.449845
1.01,Premium,H,VS2,62.1,57,5120,6.45,6.39,3.99,164.449845
1.01,Very Good,E,VS1,62.1,58,6997,6.39,6.45,3.99,164.449845
1.01,Good,F,SI2,63.3,57,4221,6.37,6.39,4.04,164.445372
1.01,Very Good,F,SI2,63.3,57,4299,6.39,6.37,4.04,164.445372
1.01,Good,E,SI2,63.3,58,4355,6.37,6.39,4.04,164.445372
1.01,Very Good,E,SI2,63.3,58,4434,6.39,6.37,4.04,164.445372
1.01,Good,E,SI1,63.3,58,4986,6.37,6.39,4.04,164.445372
1.01,Very Good,E,SI1,63.3,58,5077,6.39,6.37,4.04,164.445372
1.01,Premium,H,SI1,62.1,57,3869,6.47,6.37,3.99,164.443461
1.01,Good,J,VS2,63.3,54,3555,6.34,6.42,4.04,164.439312
1.01,Very Good,J,VS2,63.3,54,3620,6.42,6.34,4.04,164.439312
1.01,Good,G,VS2,60.3,57,5655,6.46,6.51,3.91,164.433486
1.01,Premium,F,VS2,60.3,59,6674,6.52,6.45,3.91,164.43114
1.01,Very Good,F,SI2,61,60,4121,6.44,6.48,3.94,164.420928
1.01,Premium,F,SI2,61,60,4197,6.48,6.44,3.94,164.420928
1.02,Premium,G,SI1,61,59,4633,6.44,6.48,3.94,164.420928
1.02,Premium,G,SI1,61,59,4718,6.48,6.44,3.94,164.420928
1.01,Very Good,F,VS2,61,57,6073,6.42,6.5,3.94,164.4162
1.02,Very Good,H,SI1,62.9,59,4796,6.38,6.41,4.02,164.401116
1,Ideal,E,SI2,62.9,55,4808,6.38,6.41,4.02,164.401116
1.02,Premium,H,SI1,62.9,59,4884,6.41,6.38,4.02,164.401116
1.01,Ideal,E,SI1,62.9,56,5375,6.41,6.38,4.02,164.401116
1.01,Very Good,F,VS2,62.9,56,5902,6.38,6.41,4.02,164.401116
1.01,Very Good,I,SI2,62.9,55,4171,6.37,6.42,4.02,164.399508
1.02,Very Good,D,VS2,62.9,60,7257,6.37,6.42,4.02,164.399508
1.02,Premium,D,VS2,62.9,60,7389,6.42,6.37,4.02,164.399508
1,Ideal,G,VVS2,62.8,53.9,7520,6.37,6.42,4.02,164.399508
1.02,Very Good,F,VVS2,62.9,59,8940,6.37,6.42,4.02,164.399508
1.02,Premium,F,VVS2,62.9,59,9103,6.42,6.37,4.02,164.399508
1.02,Very Good,E,SI2,62.9,56,4398,6.36,6.43,4.02,164.397096
1.02,Premium,E,SI2,62.9,56,4478,6.43,6.36,4.02,164.397096
1.02,Premium,G,SI2,61.7,58,3027,6.46,6.41,3.97,164.392142
1.01,Premium,F,SI2,61.7,58,3846,6.46,6.41,3.97,164.392142
1.01,Ideal,H,SI2,61.7,56,4357,6.41,6.46,3.97,164.392142
1,Ideal,E,VS2,61.7,54,6859,6.41,6.46,3.97,164.392142
1,Premium,F,VS2,61.7,56,6608,6.48,6.39,3.97,164.386584
1.04,Good,F,SI2,64,60,3581,6.38,6.33,4.07,164.368578
1.01,Very Good,G,VS2,62.4,58,6019,6.42,6.4,4,164.352
1.01,Premium,H,SI1,59.8,60,4559,6.48,6.52,3.89,164.350944
1.01,Premium,E,SI1,59.8,59,5543,6.52,6.48,3.89,164.350944
1.01,Ideal,E,SI2,62.4,56,4808,6.43,6.39,4,164.3508
1.02,Premium,H,VS2,62.4,58,5356,6.39,6.43,4,164.3508
1.02,Premium,H,VS2,62.4,58,5454,6.43,6.39,4,164.3508
1.01,Ideal,E,SI1,62.4,56,5599,6.43,6.39,4,164.3508
1.01,Premium,E,VS2,62.4,60,6488,6.39,6.43,4,164.3508
1.01,Premium,E,VS2,62.4,60,6606,6.43,6.39,4,164.3508
1.01,Ideal,G,VS1,62.4,58,6951,6.43,6.39,4,164.3508
1,Very Good,E,SI2,59.8,58,4321,6.47,6.53,3.89,164.348999
1.01,Ideal,F,SI2,62.4,56,3733,6.44,6.38,4,164.3488
1.01,Very Good,D,SI2,60.5,58,4799,6.45,6.5,3.92,164.346
1,Ideal,F,SI1,62.4,55,4939,6.45,6.37,4,164.346
1.01,Good,D,SI2,63.6,57,4719,6.35,6.39,4.05,164.334825
1.01,Good,D,SI2,63.6,57,4805,6.39,6.35,4.05,164.334825
1.01,Ideal,H,SI1,61.3,57,5664,6.44,6.46,3.95,164.32948
1.01,Premium,H,SI1,61.2,58,4559,6.43,6.47,3.95,164.328295
1.01,Premium,H,SI1,61.2,58,4642,6.47,6.43,3.95,164.328295
1,Very Good,E,VS1,61.2,57,7002,6.43,6.47,3.95,164.328295
1.01,Premium,F,VS1,61.2,59,7982,6.48,6.42,3.95,164.32632
1.01,Very Good,H,VS2,61.2,57,5861,6.49,6.41,3.95,164.323555
1.01,Very Good,F,SI1,61.9,58,5383,6.41,6.44,3.98,164.295992
1,Premium,E,VS1,61.9,60,7260,6.41,6.44,3.98,164.295992
1,Premium,E,VS1,61.9,60,7392,6.44,6.41,3.98,164.295992
1.01,Very Good,E,SI1,63.1,57,5973,6.4,6.37,4.03,164.29504
1.01,Good,G,VS2,63.1,59,5999,6.37,6.4,4.03,164.29504
1.01,Very Good,G,VS2,63.1,59,6108,6.4,6.37,4.03,164.29504
1,Ideal,E,VS2,61.9,56,6048,6.45,6.4,3.98,164.2944
1.04,Good,F,SI1,63.1,57,4828,6.36,6.41,4.03,164.293428
1.01,Very Good,H,VS2,63.1,56,5034,6.41,6.36,4.03,164.293428
1.01,Premium,G,SI2,61.9,59,4327,6.46,6.39,3.98,164.292012
1.04,Good,F,SI2,63.1,60,4427,6.35,6.42,4.03,164.29101
1.04,Very Good,F,SI2,63.1,60,4508,6.42,6.35,4.03,164.29101
1.02,Very Good,E,SI1,63.1,61,5508,6.42,6.35,4.03,164.29101
1.02,Premium,E,VS2,61.9,62,6215,6.47,6.38,3.98,164.288828
1.01,Very Good,H,SI1,63.1,59,4705,6.34,6.43,4.03,164.287786
1.01,Very Good,E,SI1,63.1,57,5085,6.33,6.44,4.03,164.283756
1.01,Good,H,SI1,59.4,60,4616,6.49,6.54,3.87,164.260602
1.02,Premium,H,SI2,60.8,58,3713,6.48,6.45,3.93,164.25828
1,Premium,G,SI1,60.8,58,4816,6.48,6.45,3.93,164.25828
1,Very Good,H,SI2,60.8,60,4496,6.44,6.49,3.93,164.256708
1.01,Very Good,F,VS2,60.8,58,6288,6.44,6.49,3.93,164.256708
1.01,Premium,F,VS2,60.8,58,6330,6.44,6.49,3.93,164.256708
1.01,Good,H,VS2,60.8,61,5229,6.43,6.5,3.93,164.25435
1.01,Very Good,E,SI1,60.8,59,6268,6.43,6.5,3.93,164.25435
1.01,Ideal,H,VS2,62.7,57,5306,6.41,6.39,4.01,164.249199
1.01,Ideal,F,SI2,62.7,57,3945,6.37,6.43,4.01,164.245991
1.01,Ideal,F,SI2,62.7,57,4017,6.43,6.37,4.01,164.245991
1.02,Ideal,I,VS2,62.7,56,4281,6.37,6.43,4.01,164.245991
1.01,Very Good,F,VS2,62.7,56,6159,6.37,6.43,4.01,164.245991
1.02,Very Good,F,VS1,62.7,55,7539,6.37,6.43,4.01,164.245991
1.02,Premium,F,VS1,62.7,55,7677,6.43,6.37,4.01,164.245991
1.02,Very Good,D,SI2,62.7,59,4712,6.36,6.44,4.01,164.243184
1.02,Premium,G,VS2,62.7,58,5407,6.44,6.36,4.01,164.243184
1.02,Premium,G,VS2,62.7,58,5506,6.44,6.36,4.01,164.243184
1.01,Ideal,G,SI2,61.5,57,4783,6.43,6.45,3.96,164.23506
1.01,Ideal,G,SI2,61.5,57,3739,6.42,6.46,3.96,164.233872
1,Ideal,E,SI1,61.5,57,4864,6.41,6.47,3.96,164.231892
1.01,Very Good,G,VS2,61.5,56,5759,6.41,6.47,3.96,164.231892
1.01,Premium,G,VS2,61.5,56,5864,6.47,6.41,3.96,164.231892
1.01,Very Good,F,VS2,61.5,57,6159,6.4,6.48,3.96,164.22912
1.01,Good,D,SI1,63.8,58,5443,6.34,6.38,4.06,164.223752
1.01,Good,D,SI1,63.8,58,5543,6.38,6.34,4.06,164.223752
1.01,Good,G,SI2,63.8,53,4185,6.41,6.31,4.06,164.215226
1.01,Very Good,D,SI2,62.2,60,4588,6.4,6.43,3.99,164.19648
1.01,Premium,D,SI2,62.2,60,4672,6.43,6.4,3.99,164.19648
1.03,Premium,H,SI1,62.2,60,4843,6.4,6.43,3.99,164.19648
1.03,Premium,H,SI1,62.2,60,4932,6.43,6.4,3.99,164.19648
1.01,Ideal,E,SI2,62.2,55,4984,6.4,6.43,3.99,164.19648
1.01,Ideal,E,SI1,62.2,56,5068,6.43,6.4,3.99,164.19648
1.02,Very Good,I,VS1,62.2,60,5302,6.4,6.43,3.99,164.19648
1,Very Good,F,VS2,62.2,57,6183,6.4,6.43,3.99,164.19648
1,Premium,F,VS2,62.2,57,6296,6.43,6.4,3.99,164.19648
1,Very Good,F,SI2,62.2,55,4383,6.39,6.44,3.99,164.194884
1,Very Good,F,VS2,62.2,55,6340,6.39,6.44,3.99,164.194884
1,Ideal,G,SI1,62.2,57,4956,6.45,6.38,3.99,164.19249
1.01,Very Good,G,VS2,63.4,55,6406,6.35,6.4,4.04,164.1856
1.01,Good,G,VVS2,63.4,55,6843,6.34,6.41,4.04,164.183176
1.01,Very Good,G,VVS2,63.4,55,6968,6.41,6.34,4.04,164.183176
1.01,Premium,H,SI2,60.3,60,4638,6.49,6.47,3.91,164.182073
1,Good,I,VS1,59.6,61,4624,6.48,6.53,3.88,164.179872
1,Ideal,G,SI2,60.3,57,3528,6.51,6.45,3.91,164.178945
1.01,Premium,H,SI2,60.3,59,3676,6.51,6.45,3.91,164.178945
1,Very Good,H,VS2,59.6,59,4978,6.47,6.54,3.88,164.177544
1,Premium,H,VS2,59.6,59,5069,6.54,6.47,3.88,164.177544
1.01,Very Good,F,SI1,61,61,4899,6.44,6.47,3.94,164.167192
0.99,Ideal,H,SI1,61.1,56,5287,6.44,6.47,3.94,164.167192
1,Very Good,G,SI1,61,56.7,5522,6.44,6.47,3.94,164.167192
1,Ideal,G,SI1,61,57,5622,6.47,6.44,3.94,164.167192
1.01,Premium,E,SI1,61,59,5646,6.44,6.47,3.94,164.167192
1.01,Premium,E,SI1,61,59,5749,6.47,6.44,3.94,164.167192
1.01,Very Good,G,SI2,61,58,4249,6.43,6.48,3.94,164.165616
1.01,Premium,G,SI2,61,58,4327,6.48,6.43,3.94,164.165616
1.01,Ideal,H,SI1,61,56,5062,6.48,6.43,3.94,164.165616
1,Premium,H,SI2,61,57,4032,6.51,6.4,3.94,164.15616
1,Premium,H,SI2,61,57,4032,6.51,6.4,3.94,164.15616
1.02,Very Good,G,SI2,62.9,59,4291,6.38,6.4,4.02,164.14464
1.02,Premium,G,SI2,62.9,59,4370,6.4,6.38,4.02,164.14464
1.02,Ideal,I,SI1,62.9,57,3656,6.41,6.37,4.02,164.143434
1.02,Premium,G,VS2,62.9,58,5593,6.41,6.37,4.02,164.143434
1.02,Very Good,I,SI1,62.9,58,3927,6.36,6.42,4.02,164.141424
1,Very Good,F,SI2,62.9,56,4255,6.36,6.42,4.02,164.141424
1,Premium,F,SI2,62.9,56,4333,6.42,6.36,4.02,164.141424
1.03,Premium,E,VS2,62.9,61,6922,6.42,6.36,4.02,164.141424
1.01,Very Good,F,VS2,62.9,55,7411,6.36,6.42,4.02,164.141424
1.01,Ideal,F,VS1,61.7,59,7056,6.44,6.42,3.97,164.138856
1.01,Premium,F,SI1,62.9,58,5090,6.43,6.35,4.02,164.13861
1.01,Very Good,E,SI1,62.9,60,5499,6.35,6.43,4.02,164.13861
1.01,Premium,E,SI1,62.9,60,5599,6.43,6.35,4.02,164.13861
1,Ideal,I,SI2,61.7,56,2873,6.45,6.41,3.97,164.137665
1.02,Premium,H,VS2,61.7,58,5426,6.45,6.41,3.97,164.137665
1.01,Very Good,E,VS2,61.7,56,5777,6.41,6.45,3.97,164.137665
1,Very Good,H,SI2,61.7,55,4316,6.4,6.46,3.97,164.13568
1.03,Good,J,SI2,64.1,62,3149,6.37,6.33,4.07,164.110947
1.01,Premium,H,SI2,59.9,59,4242,6.51,6.48,3.89,164.098872
1.01,Premium,G,VS1,59.9,59,6239,6.48,6.51,3.89,164.098872
1.01,Premium,G,VS1,59.9,59,6353,6.51,6.48,3.89,164.098872
1.01,Premium,E,SI2,62.5,60,4355,6.39,6.42,4,164.0952
1.01,Premium,E,SI2,62.5,60,4434,6.42,6.39,4,164.0952
1.01,Premium,F,SI1,62.5,58,4899,6.39,6.42,4,164.0952
1.01,Premium,F,SI1,62.5,58,4989,6.42,6.39,4,164.0952
1.01,Ideal,G,VS2,62.4,56,5946,6.42,6.39,4,164.0952
1.01,Ideal,E,VS2,62.5,54,7597,6.39,6.42,4,164.0952
1.03,Ideal,F,SI2,62.4,57,3807,6.43,6.38,4,164.0936
1.02,Ideal,D,SI2,62.5,57,4044,6.43,6.38,4,164.0936
1.02,Premium,D,SI2,62.5,59,4818,6.38,6.43,4,164.0936
1.02,Premium,D,SI2,62.5,59,4907,6.43,6.38,4,164.0936
1,Ideal,D,SI1,62.5,55,4928,6.43,6.38,4,164.0936
1.02,Premium,H,VS2,62.5,60,5217,6.38,6.43,4,164.0936
1.02,Premium,H,VS2,62.5,60,5312,6.43,6.38,4,164.0936
1.01,Ideal,G,SI1,60.6,59,5049,6.45,6.49,3.92,164.09316
1.01,Very Good,H,VS2,62.5,57,4821,6.37,6.44,4,164.0912
1.02,Ideal,G,IF,62.5,57,8162,6.37,6.44,4,164.0912
1.02,Ideal,G,IF,62.5,57,8311,6.44,6.37,4,164.0912
1.01,Ideal,G,VS2,60.6,58,6295,6.44,6.5,3.92,164.0912
1.02,Good,G,SI1,63.6,58,4964,6.34,6.39,4.05,164.07603
1.02,Good,G,SI1,63.6,58,5055,6.39,6.34,4.05,164.07603
1.01,Very Good,G,VS2,63.6,56,6449,6.34,6.39,4.05,164.07603
1,Ideal,F,SI2,61.3,56,4372,6.43,6.46,3.95,164.07431
1,Ideal,F,SI2,61.3,56,4452,6.46,6.43,3.95,164.07431
1.01,Ideal,H,SI1,61.2,57,5387,6.42,6.47,3.95,164.07273
1.01,Ideal,G,VS1,61.2,57,7290,6.42,6.47,3.95,164.07273
1.03,Very Good,H,SI1,63.4,62,4406,6.46,6.27,4.05,164.04201
1.01,Ideal,G,VS2,62,57,6295,6.4,6.44,3.98,164.03968
1.01,Premium,G,VS1,62,58,6441,6.44,6.4,3.98,164.03968
1.01,Ideal,D,SI1,62,55,5702,6.39,6.45,3.98,164.03769
1.02,Very Good,G,VS1,62,59,6126,6.39,6.45,3.98,164.03769
1.02,Premium,G,VS1,62,59,6238,6.45,6.39,3.98,164.03769
1.01,Ideal,F,VS1,62,57,7465,6.39,6.45,3.98,164.03769
1.01,Ideal,F,VS1,62,57,7602,6.45,6.39,3.98,164.03769
1.02,Good,D,VS2,63.2,58,7539,6.36,6.4,4.03,164.03712
1.02,Very Good,D,VS2,63.2,58,7677,6.4,6.36,4.03,164.03712
1.01,Very Good,I,SI1,63.2,54,4525,6.41,6.35,4.03,164.035105
1.02,Very Good,D,SI1,63.2,58,5198,6.41,6.35,4.03,164.035105
1.01,Ideal,F,VS1,63.2,56,7209,6.35,6.41,4.03,164.035105
1.02,Ideal,G,VS2,62,57,5816,6.38,6.46,3.98,164.034904
1.01,Very Good,E,VS1,62,57,6996,6.46,6.38,3.98,164.034904
1,Premium,I,VS1,60.1,62,3763,6.5,6.47,3.9,164.0145
1.01,Good,H,SI1,60.1,61,5544,6.5,6.47,3.9,164.0145
1.01,Good,F,VS2,60.1,60,5902,6.46,6.51,3.9,164.01294
1,Ideal,G,VVS2,60.8,57,7744,6.45,6.47,3.93,164.004795
1,Ideal,G,VVS2,60.8,57,7885,6.47,6.45,3.93,164.004795
1.02,Ideal,I,VS2,60.8,57,4281,6.42,6.5,3.93,163.9989
1.01,Very Good,G,VVS2,60.8,59,7847,6.42,6.5,3.93,163.9989
1.01,Premium,F,VS2,62.7,58,5988,6.39,6.4,4.01,163.99296
1.01,Premium,F,VS2,62.7,58,6097,6.4,6.39,4.01,163.99296
1.04,Premium,F,SI2,62.8,60,4013,6.41,6.38,4.01,163.992158
1,Very Good,F,VS2,62.7,58,6319,6.38,6.41,4.01,163.992158
1.01,Premium,G,VS1,62.7,58,6499,6.38,6.41,4.01,163.992158
1.01,Premium,G,VS1,62.7,58,6618,6.41,6.38,4.01,163.992158
1.01,Premium,F,SI1,62.7,54,4276,6.42,6.37,4.01,163.990554
1,Ideal,F,SI2,62.7,57,4721,6.37,6.42,4.01,163.990554
1.01,Ideal,H,SI1,62.7,56,5457,6.37,6.42,4.01,163.990554
1,Ideal,G,VS1,62.7,54,6349,6.37,6.42,4.01,163.990554
1,Ideal,G,VS1,62.7,54,6465,6.42,6.37,4.01,163.990554
1.01,Premium,I,SI1,62.7,59,3959,6.43,6.36,4.01,163.988148
1.01,Very Good,I,SI1,62.7,56,4212,6.36,6.43,4.01,163.988148
1.02,Ideal,E,SI2,62.7,57,4585,6.35,6.44,4.01,163.98494
1.02,Very Good,D,VS2,62.7,58,6974,6.35,6.44,4.01,163.98494
1.02,Premium,D,VS2,62.7,58,7101,6.44,6.35,4.01,163.98494
1.01,Premium,G,VS2,61.5,60,6108,6.45,6.42,3.96,163.97964
1.01,Good,F,SI2,61.5,62,4302,6.41,6.46,3.96,163.978056
1,Ideal,F,SI1,61.5,57,5197,6.41,6.46,3.96,163.978056
1.01,Premium,F,VS2,61.5,58,6244,6.41,6.46,3.96,163.978056
1,Ideal,F,VVS2,61.5,55,7849,6.46,6.41,3.96,163.978056
1.01,Very Good,D,SI1,61.5,54,5132,6.4,6.47,3.96,163.97568
1.02,Good,E,VS1,63.9,56,7602,6.33,6.38,4.06,163.964724
1.01,Good,F,VS2,63.9,58,6330,6.32,6.39,4.06,163.962288
1.01,Good,F,VS2,63.9,58,6446,6.39,6.32,4.06,163.962288
1.03,Premium,J,SI2,62.2,59,3149,6.42,6.4,3.99,163.94112
1.01,Premium,G,SI1,62.2,58,5006,6.42,6.4,3.99,163.94112
1.01,Ideal,E,SI2,62.2,54,4666,6.39,6.43,3.99,163.939923
1.01,Ideal,E,SI2,62.2,54,4751,6.43,6.39,3.99,163.939923
1.02,Very Good,F,SI1,62.2,56,5222,6.39,6.43,3.99,163.939923
1.02,Premium,G,VVS2,62.2,60,7602,6.39,6.43,3.99,163.939923
1.02,Premium,G,VVS2,62.2,60,7741,6.43,6.39,3.99,163.939923
1.02,Ideal,F,VS1,62.2,57,7836,6.39,6.43,3.99,163.939923
1,Premium,G,SI1,62.2,58,5292,6.45,6.37,3.99,163.935135
1.01,Good,E,VS1,63.4,58,7234,6.36,6.38,4.04,163.930272
1.01,Very Good,E,VS1,63.4,58,7366,6.38,6.36,4.04,163.930272
1.01,Very Good,I,SI1,63.4,55,4185,6.39,6.35,4.04,163.92906
1,Ideal,F,VVS2,59.7,60,9014,6.48,6.52,3.88,163.928448
1,Premium,E,SI2,60.4,60,4648,6.49,6.46,3.91,163.928314
1.01,Premium,E,SI2,60.4,60,4790,6.46,6.49,3.91,163.928314
1.01,Premium,E,SI2,60.4,60,4878,6.49,6.46,3.91,163.928314
1,Premium,E,VS2,60.4,57,6720,6.49,6.46,3.91,163.928314
1.01,Very Good,F,SI2,63.4,56,4355,6.4,6.34,4.04,163.92704
1.01,Ideal,G,VS2,60.4,61,6132,6.45,6.5,3.91,163.92675
1,Premium,E,SI1,60.3,62,4435,6.52,6.43,3.91,163.921276
1.01,Very Good,F,VVS2,61.1,58,9065,6.43,6.47,3.94,163.912274
1,Ideal,G,VVS2,61.1,58,9294,6.43,6.47,3.94,163.912274
1.01,Ideal,G,SI1,63,57,5555,6.37,6.4,4.02,163.88736
1,Very Good,G,VVS2,63,56,7177,6.37,6.4,4.02,163.88736
1.01,Ideal,D,SI1,63,56,6579,6.36,6.41,4.02,163.885752
1.01,Very Good,G,VS2,63,57,5919,6.35,6.42,4.02,163.88334
1.01,Ideal,G,VS2,63,57,6027,6.42,6.35,4.02,163.88334
1,Ideal,I,SI1,61.8,55,4602,6.41,6.44,3.97,163.883188
1.01,Premium,G,VS2,61.8,59,5946,6.45,6.4,3.97,163.8816
1.01,Ideal,G,VS1,61.8,57,6499,6.4,6.45,3.97,163.8816
1.01,Ideal,G,VS1,61.8,57,6618,6.45,6.4,3.97,163.8816
1,Premium,H,VS2,63,59,4791,6.43,6.34,4.02,163.880124
1,Very Good,H,VS2,63,59,4842,6.43,6.34,4.02,163.880124
1.01,Ideal,D,SI1,63,57,6097,6.43,6.34,4.02,163.880124
1,Premium,G,VS2,63,59,5967,6.45,6.32,4.02,163.87128
1.01,Premium,G,SI1,60,59,4118,6.51,6.47,3.89,163.845633
1.01,Very Good,G,VS2,59.9,60,5759,6.46,6.52,3.89,163.843688
1.02,Premium,H,I1,62.5,60,3141,6.39,6.41,4,163.8396
1.02,Premium,H,I1,62.5,60,3199,6.41,6.39,4,163.8396
1.01,Very Good,F,SI2,62.5,58,4690,6.39,6.41,4,163.8396
1,Very Good,F,SI1,62.5,56,4643,6.38,6.42,4,163.8384
1.01,Ideal,F,SI1,62.5,56,4969,6.38,6.42,4,163.8384
1.01,Very Good,F,VS2,62.5,59,6159,6.38,6.42,4,163.8384
1.02,Very Good,J,SI1,62.5,58,3857,6.37,6.43,4,163.8364
1.02,Ideal,G,VS2,62.5,58,6410,6.36,6.44,4,163.8336
1.02,Very Good,D,SI2,61.3,62,3971,6.42,6.46,3.95,163.81914
1.02,Premium,D,SI2,61.3,62,4044,6.46,6.42,3.95,163.81914
1.01,Premium,H,SI2,61.3,59,4355,6.47,6.41,3.95,163.817165
1.01,Good,G,VS2,63.7,56,5701,6.4,6.32,4.05,163.8144
1.01,Premium,G,IF,61.3,58,7220,6.4,6.48,3.95,163.8144
1.01,Premium,G,IF,61.3,58,7352,6.48,6.4,3.95,163.8144
1.02,Ideal,E,SI2,62,59,4645,6.43,6.4,3.98,163.78496
1.01,Ideal,H,SI2,62,57,4825,6.4,6.43,3.98,163.78496
1.02,Ideal,H,VS2,62,57,5426,6.43,6.4,3.98,163.78496
1.02,Ideal,I,SI1,62.1,56,3713,6.44,6.39,3.98,163.783368
1,Ideal,F,SI1,62,55,5239,6.39,6.44,3.98,163.783368
1.01,Ideal,F,SI1,62,56,5486,6.44,6.39,3.98,163.783368
1.01,Ideal,E,SI1,62,57,5235,6.38,6.45,3.98,163.78098
1.01,Premium,F,VS2,62,59,6097,6.45,6.38,3.98,163.78098
1,Good,E,SI1,63.2,57,5299,6.36,6.39,4.03,163.780812
1,Very Good,E,SI1,63.2,57,5396,6.39,6.36,4.03,163.780812
1.02,Very Good,F,VS2,63.2,57,6659,6.34,6.41,4.03,163.776782
1.02,Very Good,E,SI1,63.2,60,5456,6.33,6.42,4.03,163.773558
1,Very Good,I,VS2,63.2,58,3265,6.43,6.32,4.03,163.769528
1.01,Very Good,E,SI2,60.2,60,5340,6.46,6.5,3.9,163.761
1.01,Very Good,H,VS2,60.2,60,5897,6.46,6.5,3.9,163.761
1.01,Very Good,E,VVS2,60.2,60,9076,6.46,6.5,3.9,163.761
1,Very Good,D,SI2,59.5,62,4543,6.49,6.52,3.87,163.758276
1,Premium,D,SI2,59.5,62,4626,6.52,6.49,3.87,163.758276
1.01,Good,H,SI1,63.7,56,4610,6.34,6.33,4.08,163.739376
1.01,Very Good,J,SI1,62.8,57,3998,6.37,6.41,4.01,163.735117
1.02,Ideal,I,SI2,62.8,58,4189,6.37,6.41,4.01,163.735117
1.01,Very Good,E,SI1,62.8,57,5499,6.37,6.41,4.01,163.735117
1.01,Premium,E,SI1,62.8,57,5599,6.41,6.37,4.01,163.735117
1.02,Very Good,D,SI1,62.8,58,5733,6.37,6.41,4.01,163.735117
1.01,Very Good,D,SI1,62.8,60,5832,6.36,6.42,4.01,163.733112
1.01,Premium,D,SI1,62.8,60,5939,6.42,6.36,4.01,163.733112
1,Very Good,J,SI2,62.8,54,3991,6.35,6.43,4.01,163.730305
1.01,Very Good,F,SI1,62.8,58,4759,6.35,6.43,4.01,163.730305
1.01,Very Good,G,SI1,62.8,56,5049,6.35,6.43,4.01,163.730305
1.01,Very Good,D,SI2,62.8,59,4588,6.34,6.44,4.01,163.726696
1.01,Premium,D,SI2,62.8,59,4672,6.44,6.34,4.01,163.726696
1.01,Very Good,F,VS2,62.8,57,7258,6.34,6.44,4.01,163.726696
1.01,Premium,E,SI1,61.6,59,4299,6.44,6.42,3.96,163.725408
